label,believability,sentence_length_total,clause_count,avg_parse_depth,max_parse_depth,q1_type,q2_type,qc_type,p1_negations,p2_negations,c_negations,total_negations,lexical_overlap,entity_freq_p1,entity_freq_c,semantic_similarity,raw_text
0,1,25,0,4.0,5,1,1,1,0,0,0,0,0.25,4,6,0.77323914,Every single dog is an animal. Everything that is an animal is a mammal. It must therefore be true that every mammal is an animal.
0,0,30,0,5.0,5,2,3,3,1,0,0,1,0.2857142857142857,13,5,0.6418146,The category of non-living things and the category of computers have no members in common. At least one human is a computer. At least one human is a non-living thing.
1,0,35,1,5.333333333333333,6,2,3,2,1,0,1,2,0.06666666666666667,10,6,0.6855477,"It is the case that no two-wheeled item is a vehicle. A certain number of bicycles can be found among two-wheeled items. Therefore, a number of bicycles do not belong to the category of vehicles."
0,1,27,0,3.6666666666666665,4,2,2,2,1,1,1,3,0.375,7,4,0.7379364,Not a single motorized vehicle is a bicycle. It is also true that no motorized vehicle is a car. It follows that no car is a bicycle.
1,0,27,1,4.0,5,1,2,3,0,1,1,2,0.07142857142857142,7,8,0.67111206,"Every single mammal is an insect. There are no insects which are dogs. Based on this, it must be the case that some dogs are not mammals."
1,0,33,1,5.666666666666667,7,2,1,3,1,0,1,2,0.0625,11,6,0.70972663,"There are no fruits that are things that grow on trees. Every single apple is a thing that grows on a tree. Consequently, it can be said that some apples are not fruits."
1,0,24,1,3.6666666666666665,4,1,3,3,0,0,0,0,0.15384615384615385,8,7,0.76365685,"It is true that every reptile has fur. Some snakes are known to be reptiles. Therefore, we can conclude that some snakes have fur."
1,1,22,1,3.6666666666666665,5,1,2,3,0,0,0,0,0.1111111111111111,6,4,0.8489778,"Every single person who is a professor is an academic. Any academic is a knowledgeable person. Therefore, some knowledgeable people are professors."
0,0,25,0,3.6666666666666665,4,1,1,2,0,0,1,1,0.5,7,5,0.6437442,Every single living being is a cloud. It is true that every bird is a cloud. It follows that no bird is a living being.
0,0,20,1,3.6666666666666665,4,1,1,1,0,0,0,0,0.1111111111111111,6,4,0.6843162,"There are all men that are humans. Every single man is a mortal. As a result, all mortals are humans."
1,1,31,0,5.333333333333333,6,3,1,3,1,0,1,2,0.16666666666666666,8,6,0.87365025,There exist some things which are trees that are not pines. Everything that is a tree is a plant. It logically follows that there are some plants that are not pines.
0,1,28,1,4.666666666666667,5,2,3,2,1,0,1,2,0.1111111111111111,6,4,0.74456406,"Nothing that is a plant is a mammal. A portion of trees are to be found among the plants. Thus, there are no trees that are also mammals."
1,1,26,0,4.333333333333333,5,1,2,2,0,1,1,2,0.3333333333333333,4,4,0.79655015,Anything that is a square is also a quadrilateral. A triangle can never be a quadrilateral. It is the case that no triangle is a square.
1,1,25,1,4.0,5,1,1,3,0,0,0,0,0.0,5,7,0.63083977,"Every single thing that is a dog is a mammal. Every mammal is an animal. From this, it follows that some animals are indeed dogs."
0,0,22,1,4.0,5,2,2,1,1,1,0,2,0.14285714285714285,5,3,0.8070125,"Anything that is a car is not an airplane. There are no vehicles that are cars. Consequently, every vehicle is an airplane."
1,1,23,1,4.666666666666667,8,3,1,3,0,0,0,0,0.375,7,4,0.80883706,"There are some fish that are salmon that live in fresh water. All salmon are fish. Therefore, some fish are fresh water fish."
0,1,22,1,4.333333333333333,5,1,2,3,0,1,0,1,0.3333333333333333,5,3,0.79733557,"Anyone who is a teacher is an educator. Nothing that is a principal is a teacher. Consequently, some principal is an educator."
1,1,30,0,4.666666666666667,6,2,3,3,1,0,1,2,0.3,8,5,0.6739933,There are no chairs that can be considered musical instruments. Certain chairs exist that are also antiques. The conclusion that a portion of antiques are not musical instruments is inescapable.
1,1,23,0,4.333333333333333,5,1,3,3,0,0,0,0,0.1,6,5,0.62319666,Every single cat is a type of animal. A few cats are mammals. It must follow that a portion of mammals are animals.
0,0,35,1,5.666666666666667,6,1,2,2,0,1,1,2,0.3076923076923077,9,8,0.6921752,"It is true that everything which is a elephant is a mammal. There are no things that are wolves that are also elephants. From this, it follows that there are no wolves which are mammals."
1,1,32,0,4.666666666666667,6,2,3,3,1,0,1,2,0.2,9,3,0.7525119,Not a single one of the things that are penguins is a flying bird. It is known that some birds are flying birds. The conclusion is that some birds are not penguins.
0,0,27,0,4.333333333333333,5,2,1,1,1,0,0,1,0.07692307692307693,8,6,0.7580868,There is no snake which is a mammal. It is true that every single mammal is a reptile. It follows from this that all reptiles are snakes.
0,0,24,0,3.6666666666666665,4,1,3,3,0,0,1,1,0.1,6,5,0.5887602,Every single human is a mammal. A subset of mammals is composed of women. It is necessarily true that some women are not humans.
1,0,27,0,5.0,5,1,2,3,0,1,1,2,0.1,7,4,0.6658157,Anything that is a bird is a mammal. No parrots are included in the category of mammals. It is the case that some parrots are not birds.
1,1,30,1,4.666666666666667,5,1,1,3,0,0,0,0,0.1,6,5,0.7677586,"Every item that is a rose is also a flower. Every item that is a rose is also a plant with thorns. Hence, some plants that have thorns are flowers."
0,0,21,0,4.0,5,2,2,1,1,1,0,2,0.0,5,4,0.5489852,There is no man that is a cat. No cat is a woman whatsoever. This implies that all women are men.
0,1,24,1,4.0,5,1,3,1,0,0,1,1,0.2,8,4,0.71941936,"Every single animal that is a cat is a vertebrate. Some fish are classified as vertebrates. As a result, not all fish are cats."
0,0,22,1,3.6666666666666665,5,1,3,1,0,0,0,0,0.125,4,5,0.66902006,"Every item that is a fish is a plant. Some cars are fish. Therefore, all cars can be said to be plants."
1,0,32,1,4.333333333333333,5,1,2,3,0,1,1,2,0.21428571428571427,11,6,0.63267845,"It is true that every human being is a vegetable. There are no vegetables that can be classified as teachers. As a result, it must be that some teachers are not people."
1,1,24,0,4.0,6,1,2,2,0,1,1,2,0.0,5,4,0.69792074,Every nurse is a healthcare professional. Not a single teacher is a healthcare professional. A part of the population of teachers are not nurses.
1,1,22,2,3.3333333333333335,4,2,1,3,1,0,1,2,0.18181818181818182,8,5,0.69544685,"Drums are completely separate from trumpets. A trumpet is, without exception, a musical instrument. Some musical instruments cannot be classified as drums."
1,0,30,0,4.666666666666667,5,2,1,3,1,0,1,2,0.25,11,4,0.5091825,There are no creatures that are both mammals and reptiles. The class of human beings has members that are reptiles. The consequence is that some human beings are not mammals.
0,0,24,1,4.0,5,1,1,1,0,0,0,0,0.2222222222222222,8,3,0.6668199,"Anyone who is a teacher is an educator. It is impossible for a student to be an educator. Consequently, every student is a teacher."
0,0,26,1,4.333333333333333,5,2,2,1,1,1,0,2,0.0,5,3,0.62521213,"It is the case that no liquid is a solid. It is also the case that no gas is a solid. Therefore, all gases are liquids."
1,0,25,0,4.0,5,2,2,3,0,0,0,0,0.18181818181818182,7,6,0.64841485,Every fish can be seen to write novels. Anything that can write novels has feathers. It follows that a few things with feathers are fish.
0,1,22,0,4.0,5,1,2,2,0,1,1,2,0.125,5,4,0.6717476,Every dog is an animal. There are no felines that are canines. It is the case that no cat is a dog.
1,0,23,0,4.666666666666667,5,1,1,3,0,0,0,0,0.09090909090909091,6,6,0.8188756,Anything which is a mammal is cold-blooded. All things that are whales are mammals. There exists at least one whale that is cold-blooded.
1,1,30,0,5.0,7,3,1,3,1,0,1,2,0.14285714285714285,9,7,0.7084069,A number of objects categorized as furniture are not chairs. Every single item of furniture is a household good. We can therefore deduce that some household goods are not chairs.
0,0,29,1,4.666666666666667,5,3,3,3,0,0,1,1,0.2,7,5,0.7412707,"There exist some buildings who are also houses. Of the things that are homes, some are also houses. It must be the case that some homes are not buildings."
0,1,23,0,4.0,5,1,1,1,0,0,0,0,0.2857142857142857,5,4,0.7001669,Anything that is a mammal is a living organism. Every single dog is an living organism. This means every dog is a mammal.
0,0,33,0,6.0,7,2,2,2,1,1,1,3,0.3333333333333333,8,8,0.842844,There is no animal that is a living creature. There are no things with wings that are living creatures. It can be deduced that there are no things with wings that are animals.
1,0,31,0,5.0,7,2,3,3,1,0,1,2,0.07692307692307693,9,5,0.63080114,There is no item that is a vehicle which is also a car. The group of automobiles includes some that are cars. We must accept that some automobiles are not vehicles.
1,1,24,1,4.666666666666667,5,1,2,2,0,1,1,2,0.25,6,4,0.88371205,"All things that are cars are vehicles. There is no vehicle that is a bicycle. Therefore, there is no bicycle that is a car."
0,1,18,0,3.3333333333333335,4,1,3,3,0,0,1,1,0.14285714285714285,6,2,0.57863873,Every single dog is a mammal. A small number of mammals are animals. Some animals are not dogs.
0,1,25,1,4.333333333333333,5,1,2,2,0,1,1,2,0.09090909090909091,6,6,0.8015783,"Anything that is a bird is a vertebrate. There are no insects which are birds. Therefore, it can be concluded that no insects are vertebrates."
0,0,26,1,4.333333333333333,5,2,2,3,1,1,0,2,0.2,7,5,0.7190528,"It is true that no car is a boat. There are no airplanes that are boats. Therefore, it is a fact that some airplanes are cars."
0,1,20,0,4.0,4,2,3,3,1,0,0,1,0.25,6,4,0.8142792,Zebras are in no way dogs. There are some dogs that are mammals. This implies that some zebras are mammals.
0,0,23,1,3.6666666666666665,4,2,2,2,1,1,1,3,0.09090909090909091,6,6,0.8150218,"There are no humans that are animals. Every single doctor is not a human. Therefore, we can deduce that no doctors are animals."
0,1,36,0,6.333333333333333,8,1,3,3,0,0,0,0,0.2857142857142857,9,9,0.8227496,Every person who is a prime minister is a politician. There are a number of people who are celebrities who are also politicians. It follows from this that there are some celebrities who are prime ministers.
1,0,25,1,3.6666666666666665,5,1,3,3,0,0,0,0,0.4444444444444444,8,5,0.7571602,"Anything which is a cloud is made of rock. Some weather phenomena are known to be clouds. Consequently, some weather phenomena are made of rock."
0,0,19,1,3.6666666666666665,4,2,2,3,1,1,0,2,0.4,4,3,0.714161,"There are no computers that are animals. There are no animals that are trees. Therefore, some trees are computers."
0,1,28,1,5.0,5,1,1,1,0,0,0,0,0.3333333333333333,10,6,0.75373536,"All people from New York need to pay taxes. Every New Yorker is a citizen of the US. Therefore, all citizens of the US need to pay taxes."
1,1,19,0,4.333333333333333,5,1,1,3,0,0,0,0,0.3333333333333333,4,4,0.8283859,Anything that is a mammal is warm-blooded. Every single dog is a mammal. At least one dog is warm-blooded.
0,1,25,1,4.333333333333333,5,3,1,1,0,0,0,0,0.0,5,5,0.66913575,"There are some animals that are sparrows. All things that are sparrows are birds. Consequently, every single thing that is a bird is an animal."
0,1,21,1,4.0,4,2,3,2,1,0,1,2,0.3333333333333333,4,4,0.8734996,"There are no flowers that are vegetables. There are some carrots that are vegetables. As a result, no carrots are flowers."
1,1,37,0,5.333333333333333,6,2,3,2,1,0,1,2,0.25,13,7,0.7264533,There is no person who is both a musician and a non-artistic person. It is known that some human beings are among the non-artistic people. The consequence is that there exist human beings who are not musicians.
0,1,26,1,4.666666666666667,7,1,2,2,0,1,1,2,0.25,6,4,0.7148707,"It is the case that everything which is a dog is a mammal. No building is a dog. As a result, no building is a mammal."
1,0,28,0,4.333333333333333,7,2,1,3,1,0,1,2,0.0,4,8,0.7420325,Not a single dog is a canine. Every single poodle is a canine. It follows from this that there are a number of poodles who are not dogs.
0,0,29,0,4.666666666666667,5,1,1,1,0,0,0,0,0.375,6,5,0.72570467,Anything that is a bird is a flying creature. Every single thing that is a bat is a flying creature. This means that every single bat is a bird.
0,1,23,1,4.0,5,2,2,2,1,1,1,3,0.09090909090909091,6,6,0.83745414,"There is no table that is a desk. No desks are chairs whatsoever. Therefore, we can conclude that no chair is a table."
0,0,24,0,4.333333333333333,5,1,1,2,0,0,2,2,0.2,6,6,0.8371961,Anything that is an insect has six legs. Every single spider is an insect. There are no spiders that do not have six legs.
1,0,24,0,3.6666666666666665,4,1,2,2,0,1,1,2,0.375,6,5,0.8252801,Every single cat is a dog. It is true that no dog is a feline. It must follow that no feline is a cat.
0,1,19,1,3.6666666666666665,4,2,2,2,1,1,1,3,0.4,4,3,0.8192708,"There are no fish that are mammals. There are no fish that are birds. Consequently, no birds are mammals."
1,1,27,0,4.666666666666667,5,2,1,3,1,0,1,2,0.5,7,5,0.81721616,There are no fish that are land animals. It is true that all fish are vertebrates. It is the case that some vertebrates are not land animals.
1,0,26,0,4.666666666666667,6,2,3,3,1,0,1,2,0.25,6,4,0.69152766,Every single item that is money is not currency. A subset of items that are dollars are currency. It follows that some dollars are not money.
0,0,24,1,4.333333333333333,5,1,3,3,0,0,1,1,0.2857142857142857,6,3,0.7827178,"Everything that is a poodle is a dog. It is known that a portion of poodles are dogs. Consequently, some poodles are not dogs."
0,0,22,2,3.6666666666666665,4,2,1,3,1,0,0,1,0.25,5,5,0.73523855,"There are no tables that are chairs. All zebras are, without exception, chairs. It is therefore suggested that some zebras are tables."
1,1,25,1,5.0,6,3,1,1,0,0,0,0,0.3333333333333333,7,5,0.6796742,"There are certain leaders who are politicians. All of those who are politicians are also human beings. Hence, a group of human beings are leaders."
0,1,27,0,4.333333333333333,6,2,2,3,1,1,1,3,0.1,7,4,0.78578484,There are no reptiles which are also mammals. Not a single amphibian is a reptile. It is the case that a portion of amphibians are not mammals.
1,1,29,0,5.0,5,1,2,3,0,1,1,2,0.2222222222222222,4,7,0.76244575,Everything that is a pencil is a writing instrument. Nothing that is an eraser is a writing instrument. There exists at least one eraser which is not a pencil.
0,1,24,0,4.666666666666667,6,3,3,3,0,0,0,0,0.2222222222222222,6,5,0.8300047,Some plants are a type of vegetable. There are some carrots that are vegetables. This leads to the conclusion that some carrots are plants.
0,0,22,1,4.0,5,1,3,3,0,0,1,1,0.125,6,3,0.7386222,"Every single thing that is a car is a vehicle. A portion of trucks are vehicles. Consequently, some trucks are not cars."
0,1,29,0,4.666666666666667,5,1,2,2,0,1,1,2,0.18181818181818182,7,6,0.73788434,Anything that is a square is also a polygon. It is known that there are no circles that are squares. It has been proposed that no circles are polygons.
0,0,23,1,4.0,5,2,2,2,1,1,1,3,0.5,5,4,0.7819774,"There are no cars that are made of water. There are no cars that are clouds. Consequently, no clouds are made of water."
0,0,27,0,4.333333333333333,5,3,1,1,0,0,0,0,0.23076923076923078,7,9,0.75103873,A few cars are trucks. Every single thing that is a truck has wheels. It follows from this that every single thing with wheels is a car.
0,1,21,0,3.6666666666666665,4,2,1,3,1,0,0,1,0.1,6,5,0.7046445,There are no mammals which are fish. Every single fish is an animal. One can conclude that some animals are mammals.
1,0,30,0,4.666666666666667,7,2,1,2,1,0,1,2,0.06666666666666667,13,3,0.6327679,Animals are entirely separate from creatures with beaks and feathers. Every single animal that is a bird is a creature with a beak and feathers. Birds cannot be considered animals.
1,0,33,1,4.666666666666667,6,2,3,3,1,0,1,2,0.16666666666666666,6,8,0.732183,"It is true that no lion is an animal. A certain number of lions are carnivores. Based on this, it must be the case that a certain number of carnivores are not animals."
0,0,25,0,4.666666666666667,5,2,2,2,1,1,1,3,0.0,8,4,0.749443,Birds are in no way winged creatures. There exist no winged creatures that are animals. It is the case that no bird is an animal.
1,0,19,1,3.3333333333333335,4,3,1,3,0,0,0,0,0.25,6,4,0.7847048,"A portion of buildings are dogs. Every single dog is a domestic animal. Hence, some domestic animals are buildings."
0,0,22,1,4.0,5,1,2,2,0,1,1,2,0.1111111111111111,6,4,0.6773542,"Every single lion is a building. There is no lion which is a skyscraper. Therefore, there are no skyscrapers that are buildings."
1,1,23,0,4.0,4,1,1,3,0,0,0,0,0.375,6,5,0.8470626,All things which are triangles are polygons. All things which are triangles are geometric shapes. It follows that some geometric shapes are polygons.
1,1,30,1,5.0,7,1,2,3,0,1,1,2,0.07692307692307693,7,7,0.8035962,"Every single banana is a type of fruit. There are no fruits that are rocks. Therefore, it necessarily follows that some of the objects that are rocks are not bananas."
0,1,24,1,4.333333333333333,5,3,2,2,1,1,1,3,0.5,4,5,0.843541,"There are some cars that are not a liquid. There are no bicycles that are cars. Consequently, there are no bicycles which are liquid."
0,1,20,0,3.6666666666666665,4,1,1,1,0,0,0,0,0.1111111111111111,6,4,0.797261,Every single flower is a plant. Any and all roses are also plants. This implies that all roses are flowers.
1,0,28,1,4.666666666666667,5,2,3,3,1,0,1,2,0.2222222222222222,5,6,0.80923104,"It is the case that no numbers are concepts. Everything that is an integer is a number. Consequently, it must be true that some integers are not concepts."
0,0,26,1,4.666666666666667,5,1,3,1,0,1,0,1,0.09090909090909091,7,5,0.76132834,"Anything which is a rock is heavy. It is the case that some heavy things are not clouds. Therefore, this implies that all clouds are rocks."
1,0,20,1,4.333333333333333,5,1,3,3,0,0,0,0,0.16666666666666666,4,3,0.67638665,"Everything that is a hut is a vehicle. A few huts are houses. Thus, a number of houses are vehicles."
1,0,28,0,4.666666666666667,5,1,2,3,0,2,0,2,0.4444444444444444,6,7,0.8663245,Anything which is an ocean is a desert. There are no Atlantic Oceans that are not oceans. There exists at least one Atlantic Ocean that is a desert.
1,0,25,0,4.333333333333333,6,1,2,3,0,1,1,2,0.25,7,3,0.66915846,Anything that is a unit of time is a liquid. No weeks can be called liquids. A portion of weeks are not units of time.
0,1,26,0,4.0,5,1,2,2,0,1,1,2,0.25,5,5,0.7004064,Every single cat is a dog. There is not a single mammal that is a cat. It can be concluded that no mammal is a dog.
0,1,28,0,4.666666666666667,5,3,1,3,0,0,1,1,0.09090909090909091,8,4,0.6305707,It is true that some people who are students are human. There are teenagers that are also students. This proves that a number of humans are not teenagers.
1,1,28,1,4.666666666666667,6,1,1,3,0,0,0,0,0.1,6,5,0.8121361,"It is true that anything that is a rose is a flower. Every single flower is a plant. Therefore, it is a fact that some plants are roses."
0,0,22,0,4.333333333333333,5,1,3,1,0,1,0,1,0.1111111111111111,5,5,0.7521819,Anyone who is a planet is round. Some balls are not round. It is thus the case that all balls are planets.
1,0,32,0,4.666666666666667,5,1,3,3,0,1,1,2,0.25,14,6,0.7065084,It is the case that every fish lives in a tree. There exist some sea basses which do not live in trees. It necessarily follows that some sea basses are not fish.
0,1,22,1,3.6666666666666665,4,2,3,3,1,0,0,1,0.2,5,7,0.74339503,"There are no mammals which are reptiles. Some animals are mammals. From this, it can be concluded that some animals are reptiles."
1,0,28,1,4.666666666666667,5,2,1,3,1,0,1,2,0.3076923076923077,11,6,0.5691403,"There is no overlap between even numbers and words. All words are numbers that can be divided by two. Therefore, some numbers divisible by two are not even."
1,1,29,1,4.666666666666667,5,1,1,3,0,0,0,0,0.15384615384615385,8,7,0.84823537,"It is a fact that all shirts are garments. Every single garment is an article of clothing. Therefore, we can conclude that a few articles of clothing are shirts."
0,1,28,1,4.333333333333333,5,2,2,2,1,1,1,3,0.4,7,7,0.7992245,"There are no dogs that are felines. It is also true that no cats are canines. Therefore, it is argued that there are no cats which are dogs."
0,0,20,1,4.333333333333333,5,1,1,1,0,0,0,0,0.2857142857142857,6,3,0.7737904,"All hammers are objects made by humans. All tools are also objects made by humans. Therefore, all tools are hammers."
1,1,19,1,4.0,6,3,1,3,0,0,0,0,0.125,6,3,0.78112954,"Some of the bees that exist are insects. Every single bee is an arthropod. Thus, some arthropods are insects."
0,0,24,2,4.333333333333333,5,2,3,3,1,0,0,1,0.1111111111111111,7,3,0.7859396,"No animal that is an invertebrate is a vertebrate. Among the things that are spiders, a few are invertebrates. Thus, some spiders are vertebrates."
0,1,21,0,3.6666666666666665,5,1,1,3,0,0,0,0,0.0,4,3,0.7409092,Every single doctor is a professional. Anything that is an engineer is also a professional. Some engineers fail to be doctors.
0,0,24,1,4.0,5,2,2,3,1,1,0,2,0.0,6,3,0.67922336,"It is true that no comet is a moon. It is a fact that no planet is a moon. Therefore, some planets are comets."
1,0,23,0,4.333333333333333,5,2,1,3,1,0,0,1,0.09090909090909091,7,5,0.8041177,Cats are in no way mammals. Every single cat is a feline. It is the case that some felines fail to be mammals.
1,1,25,0,4.333333333333333,6,1,2,3,0,1,1,2,0.1,9,2,0.80752695,Every single chef is a culinary expert. No pilots are included in the category of culinary experts. A certain number of pilots are not chefs.
0,0,23,0,4.333333333333333,5,2,2,2,1,1,1,3,0.0,7,4,0.7232344,Students are in no way teachers. There are no teachers who are learners. It is the case that no student is an learner.
0,0,33,0,5.0,6,2,1,1,1,0,0,1,0.06666666666666667,10,6,0.70446175,There are no plants that can be called humans. It is also true that every plant is a type of vegetable. This has led to the conclusion that every vegetable is a human.
0,1,27,1,4.0,5,2,1,3,0,0,1,1,0.16666666666666666,11,3,0.7849441,"The class of athletes and the class of non-runners have elements in common. Every single runner is an athlete. Consequently, a portion of non-runners are not athletes."
1,0,25,0,4.0,5,1,1,1,0,0,0,0,0.3,7,6,0.80823386,Anything that is a cat is a creature with three eyes. Every single kitten is a cat. This means that every kitten has three eyes.
1,0,38,0,5.0,5,1,1,3,0,0,1,1,0.13333333333333333,12,5,0.7038252,Everything that is a living thing is a creature. It is impossible for something to be an organism and a creature at the same time. It is the case that a portion of organisms are not living things.
0,1,27,0,5.0,6,2,3,3,1,1,1,3,0.1111111111111111,6,4,0.814109,There is no soda that is a juice. A portion of the items that are beverages are not juices. It follows that some beverages are not sodas.
1,1,37,1,5.666666666666667,7,2,1,3,1,0,1,2,0.3,6,7,0.86111003,"There is nothing that is a vegetable that is also a fruit. Every single thing that is a carrot is a vegetable. As a result, at least one thing that is a carrot is not a fruit."
1,1,26,0,4.0,5,2,1,3,1,0,0,1,0.08333333333333333,8,5,0.78241336,There are no books that are fiction and also non-fiction. Every single fiction book is a story. It follows that some stories fail to be non-fiction.
0,1,20,0,3.3333333333333335,4,1,1,3,0,0,1,1,0.0,5,6,0.5272389,Every single priest is a man. All priests are human. It follows from this that some humans are not men.
0,0,19,1,3.6666666666666665,4,2,2,2,1,1,1,3,0.4,4,3,0.78486955,"There are no cars that are liquids. There are no cars that are oceans. Consequently, no oceans are liquids."
1,1,24,0,4.333333333333333,5,1,2,2,0,1,1,2,0.1111111111111111,6,4,0.84886354,Anything that is a dog is also an animal. There are no animals which are lizards. This necessitates that no lizard is a dog.
0,0,22,0,3.6666666666666665,4,2,2,3,1,1,0,2,0.1,7,4,0.7060909,Not a single liquid is a solid. There are no gases which are also liquids. It follows that some gases are solids.
0,1,23,0,3.6666666666666665,4,1,3,3,0,1,1,2,0.1111111111111111,6,4,0.8275177,Any penguin is a living creature. There are some living creatures that are not birds. It follows that some birds are not penguins.
0,1,26,0,4.0,4,1,3,3,0,0,0,0,0.2222222222222222,5,6,0.7790845,It is true that all roses are flowers. It is also true that some plants are flowers. One can therefore conclude that some plants are roses.
0,0,29,0,5.666666666666667,6,1,1,1,0,0,0,0,0.25,4,6,0.72503823,All of the things that are planets are animals. All of the things that are bridges are animals. It can be deduced that there are bridges that are planets.
1,1,21,1,4.0,5,1,2,2,0,1,1,2,0.0,5,3,0.7515042,"All items that are phones are electronic devices. None of the electronic devices are foods. Therefore, no food is a phone."
1,0,26,1,4.333333333333333,5,2,3,2,1,0,1,2,0.09090909090909091,6,6,0.6892132,"No pet is a canine. It is known that a portion of dogs are pets. Therefore, some dogs do not belong to the group of canines."
0,0,23,0,4.333333333333333,5,2,1,3,1,0,0,1,0.2,7,5,0.75359976,There are no trees that are human beings. Every single oak is a tree. It's the case that some oaks are human beings.
0,0,17,1,3.0,3,2,2,1,1,1,0,2,0.0,4,4,0.74554384,"No circle is a square. No square is a triangle either. Therefore, all triangles must be circles."
1,1,27,0,5.333333333333333,7,2,2,3,1,0,1,2,0.375,6,5,0.8454372,There are no scientists that are authors of fantasy novels. All fantasy novelists are authors of fantasy novels. This proves that some fantasy novelists are not scientists.
1,1,20,1,3.6666666666666665,4,2,1,3,1,0,1,2,0.6,4,4,0.77745426,"No spoons are forks. All things that are ladles are spoons. Therefore, some things that are ladles are not forks."
1,1,26,1,4.0,5,1,2,2,0,1,1,2,0.2222222222222222,4,7,0.8332957,"Every single eagle is a bird. Nothing that is a bat is a bird. From this, it can be concluded that no bat is an eagle."
1,1,22,1,3.6666666666666665,4,2,1,3,1,0,1,2,0.2222222222222222,6,5,0.7806029,"There are no dogs that are felines. Every single cat is a feline. Consequently, there are some cats who are not dogs."
0,1,20,0,3.6666666666666665,5,1,1,1,0,0,0,0,0.14285714285714285,5,3,0.80197775,Every single animal is a living thing. Anything that is a bird is an animal. All birds are living things.
0,1,27,1,4.333333333333333,5,2,3,3,1,0,0,1,0.4444444444444444,8,5,0.7570246,"It is the case that no bird is a fish. Some aquatic animals are things that are birds. Thus, some aquatic animals are things that are fish."
0,1,36,1,4.0,4,1,3,3,0,0,0,0,0.125,9,9,0.8230175,"It is a certainty that every single doctor is a human being. It is also true that a few professionals are human beings. On this basis, it has been stated that a few professionals are doctors."
1,1,26,0,4.666666666666667,5,1,2,3,0,1,1,2,0.1111111111111111,6,4,0.81904614,Anything that is a dog is a mammal. There are no sharks which are also dogs. It is the case that some sharks are not mammals.
1,0,28,1,4.666666666666667,5,1,1,1,0,0,0,0,0.1,5,6,0.7576731,"Every single mountain is a landform that is flat. Anything that is a hill is a mountain. Therefore, it must be the case that all hills are flat."
1,1,27,0,4.666666666666667,5,1,3,3,0,1,1,2,0.1,6,5,0.80199915,Everything that is a tulip is a flower. It is the case that some trees are not flowers. This necessarily means that some trees are not tulips.
0,0,26,0,4.333333333333333,5,1,1,1,0,0,0,0,0.1,7,4,0.77249,Everything that is a vehicle is something that can fly. Any and all birds are things that can fly. This implies that all birds are vehicles.
0,1,20,1,3.3333333333333335,4,3,2,2,0,1,1,2,0.1111111111111111,7,3,0.7957901,"There are some voters who are citizens. Not a single foreigner is a citizen. Therefore, no foreigner is a voter."
1,0,29,1,5.0,5,1,1,3,0,0,0,0,0.2857142857142857,4,5,0.74850225,"Everything that is a fish is also an insect. Everything that is a fish is also made of fire. Hence, some things that are made of fire are insects."
0,1,20,1,3.6666666666666665,4,1,1,3,0,0,1,1,0.3333333333333333,4,4,0.73326445,"All things that are tigers are felines. All tigers are mammals. Therefore, some animals that are mammals are not felines."
0,0,22,1,3.6666666666666665,5,1,3,1,0,0,0,0,0.125,4,5,0.762874,"Everything that is a carrot is also a vegetable. Some dogs are carrots. Therefore, all dogs can be said to be vegetables."
1,1,30,0,4.666666666666667,5,2,1,1,1,0,0,1,0.0,8,6,0.74210525,There is not a single engineer who is a medical practitioner. Every single person who is a doctor is also a medical practitioner. Doctors and engineers are mutually exclusive occupations.
0,1,26,1,4.0,4,3,2,2,0,1,1,2,0.42857142857142855,5,5,0.7734802,"It is true that some vehicles are machines. It is also true that no spoons are vehicles. Thus, it is concluded that no spoons are machines."
1,1,26,0,4.333333333333333,5,2,1,3,1,0,1,2,0.18181818181818182,7,6,0.7430277,There are no rivers that are oceans. Every single river is a body of water. It logically follows that some bodies of water are not oceans.
0,1,16,1,3.0,3,1,1,1,0,0,0,0,0.14285714285714285,4,4,0.7380097,"Every politician is a citizen. All senators are citizens. Consequently, every single senator is a politician."
1,1,25,2,4.0,5,2,1,3,1,0,1,2,0.08333333333333333,9,4,0.84435046,"There are no cars which are motorcycles. Every single car is, in fact, a vehicle. It is the case that some vehicles are not motorcycles."
0,0,20,1,3.6666666666666665,4,1,3,1,0,0,0,0,0.1111111111111111,7,3,0.6589921,"Every single piece of furniture is sentient. It is true that some chairs are furniture. Therefore, every chair is sentient."
1,1,25,2,4.333333333333333,5,2,1,3,1,0,1,2,0.1,8,3,0.72334623,"There is no triangle that is a square. A square, every single one of them, is a geometric shape. Certain geometric shapes are not triangles."
1,1,27,1,4.0,5,3,1,3,0,0,0,0,0.3,9,4,0.84033674,"There are some researchers who are also academics. A person who is an academic is also part of the university faculty. Therefore, some university faculty are researchers."
0,1,29,0,5.0,6,2,2,3,1,1,0,2,0.25,6,4,0.7478411,It is the case that there are no fish that are also mammals. Anything that is a whale is not a fish. It follows that some whales are mammals.
1,1,32,0,5.666666666666667,7,1,2,2,0,1,1,2,0.18181818181818182,8,5,0.69933397,Anything that is a mammal is a warm-blooded animal. There is no such thing as a warm-blooded animal that is a fish. It follows that there are no fish that are mammals.
0,0,29,0,5.0,6,1,3,3,0,0,1,1,0.125,5,4,0.6645525,Every vehicle that is a car is also a vehicle. A portion of the items that are automobiles are also vehicles. It follows that some automobiles are not cars.
